Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Unrecoverable VAT,Expenditure Purpose,Merchant Category
30/01/2020,DCC  STOKENHAM PR-CP0689085GBP,POTTERYCRAFTS LIMITED,263.52,0,Miscellaneous Industrial/Commercial Supplies,Misc commercial machines equipment
05/02/2020,DCC  STOKENHAM PR-CP0689085GBP,AMZNMktplace,14.79,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC  STOKENHAM PR-CP0689085GBP,AMZNMKTPLACE AMAZON.CO.UK,98.5,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC  STOKENHAM PR-CP0689085GBP,AMZNMKTPLACE AMAZON.CO.UK,29.88,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC  STOKENHAM PR-CP0689085GBP,GUIDE DOGS F/T BLD,104,0,Clubs/Associations/Organisations,Membership organisations
12/02/2020,DCC  STOKENHAM PR-CP0689085GBP,WP-TIMKO LIMITED,22.06,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC  STOKENHAM PR-CP0689085GBP,WWW.MUDDYFACES.CO.UK,29.1,0,General Retail and Wholesale,Children/infants shops
12/02/2020,DCC  STOKENHAM PR-CP0689085GBP,YOURDESIGN,29.99,0,General Retail and Wholesale,Men & womens clothing shops
13/02/2020,DCC  STOKENHAM PR-CP0689085GBP,AMZNMktplace,11.67,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,ARGOS LTD,183.94,0,General Retail and Wholesale,Discount stores
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,143,0,Statutory Bodies,Government services
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,-31.5,0,Statutory Bodies,Government services
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,-33,0,Statutory Bodies,Government services
27/01/2020,DCC - TOTNES DIST-CP0666223GBP,PLYMOUTH REGISTER,66,0,Statutory Bodies,Government services
28/01/2020,DCC - TOTNES DIST-CP0666223GBP,AMZNMktplace,429,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,DCC - TOTNES DIST-CP0666223GBP,PREMIER INN44010690,154.5,0,Hotels and Accommodation,Premier Inn
31/01/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,21.75,0,Travel - Air/Rail/Road,Passenger railways
31/01/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,11.15,0,Travel - Air/Rail/Road,Passenger railways
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,SPECSAVERS 00184000NAB,59.7,0,Medical Supplies and Services,Opticians
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,33,0,Statutory Bodies,Government services
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,14,0,Statutory Bodies,Government services
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,-29.5,0,Statutory Bodies,Government services
04/02/2020,DCC - TOTNES DIST-CP0666223GBP,STAGECOACH SERVICE,18,0,Travel - Air/Rail/Road,"Buses, charter & tour"
05/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,38,0,Statutory Bodies,Government services
07/02/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,8.95,0,Travel - Air/Rail/Road,Passenger railways
07/02/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,58.6,0,Travel - Air/Rail/Road,Passenger railways
10/02/2020,DCC - TOTNES DIST-CP0666223GBP,STAGECOACH SERVICE,36,0,Travel - Air/Rail/Road,"Buses, charter & tour"
11/02/2020,DCC - TOTNES DIST-CP0666223GBP,IBIS STYLES LONDON CROYDO,339,0,Hotels and Accommodation,"Hotels, motels & resorts"
11/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,38,0,Statutory Bodies,Government services
11/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,38,0,Statutory Bodies,Government services
11/02/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,47.1,0,Travel - Air/Rail/Road,Passenger railways
13/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,131,0,Statutory Bodies,Government services
17/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
17/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
17/02/2020,DCC - TOTNES DIST-CP0666223GBP,TRAINLINE,35.55,0,Travel - Air/Rail/Road,Passenger railways
18/02/2020,DCC - TOTNES DIST-CP0666223GBP,TRAVELODGE GB0000,315.11,0,Hotels and Accommodation,Travelodge
18/02/2020,DCC - TOTNES DIST-CP0666223GBP,IBIS STYLES LONDON CROYDO,317,0,Hotels and Accommodation,"Hotels, motels & resorts"
18/02/2020,DCC - TOTNES DIST-CP0666223GBP,GEN REGISTER OFFICE,36,0,Statutory Bodies,Government services
29/01/2020,DCC - WEST EXMOOR-CP0691501GBP,WWW.BOSTONSEEDS.CO,26.99,0,Estate and Garden Services,Lawn & garden supply/nursery
29/01/2020,DCC - WEST EXMOOR-CP0691501GBP,AMAZON.CO.UK AMAZON.CO.UK,-57.5,0,General Retail and Wholesale,Miscellaneous retail
04/02/2020,DCC - WEST EXMOOR-CP0691501GBP,AMZNMktplace,12.33,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC - WEST EXMOOR-CP0691501GBP,AMZNMKTPLACE AMAZON.CO.UK,27.77,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,DCC - WEST EXMOOR-CP0691501GBP,TESCO STORE 2083,68.21,0,General Retail and Wholesale,Grocery stores
07/02/2020,DCC - WOLBOROUGH-CP0704784GBP,WH SMITH,53.42,0,Books and Periodicals,Newspapers / newsagents
07/02/2020,DCC - WOLBOROUGH-CP0704784GBP,THE WORKS,40.2,0,General Retail and Wholesale,Discount stores
26/01/2020,DCC BEACON PRIM-CP0677493GBP,TESCO STORE 2490,28.03,0,General Retail and Wholesale,Grocery stores
30/01/2020,DCC BEACON PRIM-CP0677493GBP,WORLD OF BOOKS,10.99,0,Books and Periodicals,Book stores
03/02/2020,DCC BEACON PRIM-CP0677493GBP,CO-OP GROUP 070535,4.4,0,General Retail and Wholesale,Grocery stores
10/02/2020,DCC BEACON PRIM-CP0677493GBP,TESCO STORES 6107,4.95,0,General Retail and Wholesale,Grocery stores
12/02/2020,DCC BEACON PRIM-CP0677493GBP,AMZNMktplace,6.25,0,General Retail and Wholesale,Miscellaneous retail
13/02/2020,DCC BEACON PRIM-CP0677493GBP,AMAZON.CO.UK W37SO6G55 AM,34.97,0,General Retail and Wholesale,Miscellaneous retail
13/02/2020,DCC BEACON PRIM-CP0677493GBP,AMZNMktplace,35.97,0,General Retail and Wholesale,Miscellaneous retail
14/02/2020,DCC BEACON PRIM-CP0677493GBP,AMZNMktplace,53.77,0,General Retail and Wholesale,Miscellaneous retail
20/02/2020,DCC BEACON PRIM-CP0677493GBP,TINKNSTINK,14.94,0,General Retail and Wholesale,Art & craft shops
20/02/2020,DCC BEACON PRIM-CP0677493GBP,WWW.ROMPALIMITED.COM,106.49,0,General Retail and Wholesale,Miscellaneous retail
20/02/2020,DCC BEACON PRIM-CP0677493GBP,WWW.ELKLAN.CO.UK,26.8,0,Training and Educational,Schools
22/01/2020,DCC BEAFORD PRIM-CP0685618GBP,AMZNMKTPLACE AMAZON.CO.UK,35.94,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,DCC BEAFORD PRIM-CP0685618GBP,AMZNMKTPLACE AMAZON.CO.UK,7.03,0,General Retail and Wholesale,Miscellaneous retail
28/01/2020,DCC BEAFORD PRIM-CP0685618GBP,AMZNMktplace,37.94,0,General Retail and Wholesale,Miscellaneous retail
28/01/2020,DCC BEAFORD PRIM-CP0685618GBP,NSPCC,25,0,Training and Educational,Schools
29/01/2020,DCC BEAFORD PRIM-CP0685618GBP,Amazon.co.uk AI39C9IH5,62.13,0,Mail Order / Direct Selling,Direct sales companies
04/02/2020,DCC BEAFORD PRIM-CP0685618GBP,AMZNMktplace,21.99,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,DCC BEAFORD PRIM-CP0685618GBP,Amazon.co.uk 6465W6UX5,21.84,0,Mail Order / Direct Selling,Direct sales companies
11/02/2020,DCC BEAFORD PRIM-CP0685618GBP,Amazon.co.uk 5L19X5GR5,22.75,0,Mail Order / Direct Selling,Direct sales companies
29/01/2020,DCC BERRY POMEROY-CP0714901GBP,AMZNMktplace,14.99,0,General Retail and Wholesale,Miscellaneous retail
30/01/2020,DCC BERRY POMEROY-CP0714901GBP,AMZNMktplace,19.95,0,General Retail and Wholesale,Miscellaneous retail
30/01/2020,DCC BERRY POMEROY-CP0714901GBP,PAYPAL  SARAHLIEVES EB,41.56,0,General Retail and Wholesale,Variety stores
31/01/2020,DCC BERRY POMEROY-CP0714901GBP,ASDA STORES LTD 5762,7,0,General Retail and Wholesale,Grocery stores
03/02/2020,DCC BERRY POMEROY-CP0714901GBP,ASDA STORES LTD 5762,5.17,0,General Retail and Wholesale,Grocery stores
05/02/2020,DCC BERRY POMEROY-CP0714901GBP,TESCO STORE 2920,18,0,General Retail and Wholesale,Grocery stores
09/02/2020,DCC BERRY POMEROY-CP0714901GBP,ASDA STORES LTD 5762,26.92,0,General Retail and Wholesale,Grocery stores
15/02/2020,DCC BERRY POMEROY-CP0714901GBP,PAYPAL  EBAY UK LTD,4.6,0,Computer Equipment & Services,Computer network information services
19/02/2020,DCC BERRY POMEROY-CP0714901GBP,AMAZON PRIME MEMBER FEE A,-96,0,Mail Order / Direct Selling,Continuous subscriptions
26/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,18.98,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,13.64,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,8.49,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,73.9,0,General Retail and Wholesale,Miscellaneous retail
28/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,41.97,0,General Retail and Wholesale,Miscellaneous retail
28/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,97.91,0,General Retail and Wholesale,Miscellaneous retail
28/01/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,15.89,0,General Retail and Wholesale,Miscellaneous retail
31/01/2020,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  TEN TORS,165,0,Leisure Activities,"Civic, social & fraternal associations"
04/02/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,14.14,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,98.43,0,General Retail and Wholesale,Miscellaneous retail
09/02/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMktplace,156.87,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,DCC BIDWELL BROOK-CP0687798GBP,PAYPAL  TFSR CYMRU,29,0,Clubs/Associations/Organisations,Charitable organisations
10/02/2020,DCC BIDWELL BROOK-CP0687798GBP,SP   STICKERSHOP.CO.UK,45,0,Computer Equipment & Services,Computer software stores
12/02/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMKTPLACE AMAZON.CO.UK,20.88,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC BIDWELL BROOK-CP0687798GBP,AMZNMKTPLACE AMAZON.CO.UK,58.98,0,General Retail and Wholesale,Miscellaneous retail
31/01/2020,DCC BISHOPSTEIGNT-CP0685957GBP,PAYPAL  ZONALEELIMI EB,26.73,0,General Retail and Wholesale,Electronics shops
17/02/2020,DCC BISHOPSTEIGNT-CP0685957GBP,AMZNMktplace,19.99,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC BLACKDOWN-CP0794199GBP,EIG Hostgator.com,49.31,0,Computer Equipment & Services,Computer network information services
31/01/2020,DCC BOLHAM PRIMARY SCH 0474800,HTTPS://STORE.EXETER E,70,0,Miscellaneous Industrial/Commercial Supplies,Misc business services
11/02/2020,DCC BOLHAM PRIMARY SCH 0474800,DENFORD LIMITED,120,0,Miscellaneous Industrial/Commercial Supplies,Misc commercial machines equipment
19/02/2020,DCC BOLHAM PRIMARY SCH 0474800,AMZNMktplace,26.37,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,DCC BRADLEY BARTO-CP0687801GBP,WWW.ICO.ORG.UK,60,0,Statutory Bodies,Government services
12/02/2020,DCC BRADLEY BARTO-CP0687801GBP,ASDA GROCERIES ONLINE,129.27,0,General Retail and Wholesale,Grocery stores
13/02/2020,DCC BRADLEY BARTO-CP0687801GBP,ASDA STORES LTD 5762,20,0,General Retail and Wholesale,Grocery stores
24/01/2020,DCC BRANSCOMBE-CP0687800GBP,HIGHSPEEDTRAINING.CO.U,144,0,Training and Educational,Business/secretarial school
13/02/2020,DCC BRANSCOMBE-CP0687800GBP,WWW.PSHE-ASSOCIATION.O,50,0,Clubs/Associations/Organisations,Charitable organisations
17/02/2020,DCC BRANSCOMBE-CP0687800GBP,NATIONAL TRUST MEM,50,0,Clubs/Associations/Organisations,Charitable organisations
17/02/2020,DCC BRANSCOMBE-CP0687800GBP,NATIONAL TRUST MEM,50,0,Clubs/Associations/Organisations,Charitable organisations
17/02/2020,DCC BRANSCOMBE-CP0687800GBP,NATIONAL TRUST MEM,50,0,Clubs/Associations/Organisations,Charitable organisations
31/01/2020,DCC BUCKLAND BREWER SCH,WWW.LOCKDOCTOR.BIZ,42,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,125.15,0,General Retail and Wholesale,Grocery stores
29/01/2020,DCC CANADA HILL P-CP0685889GBP,TESCO SUBSCRIPTION,6.99,0,Mail Order / Direct Selling,Continuous subscriptions
03/02/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,118.35,0,General Retail and Wholesale,Grocery stores
03/02/2020,DCC CANADA HILL P-CP0685889GBP,AMZNMktplace,139.93,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,DCC CANADA HILL P-CP0685889GBP,TESCO STORE 2920,145.74,0,General Retail and Wholesale,Grocery stores
11/02/2020,DCC CANADA HILL P-CP0685889GBP,PAYPAL  EBUYER UK,152.95,0,General Retail and Wholesale,Electronics shops
07/02/2020,DCC CLYST ST MARY-CP0685685GBP,JS ONLINE GROCERY,88.61,0,General Retail and Wholesale,Grocery stores
27/01/2020,DCC COAVER CLUB-C0606311,APPLE.COM/BILL,12.99,0,General Retail and Wholesale,Record shops
29/01/2020,DCC COAVER CLUB-C0606311,Amazon.co.uk LG8M20QC5,68.98,0,Mail Order / Direct Selling,Direct sales companies
31/01/2020,DCC COAVER CLUB-C0606311,PAYPAL  WORKWEAREXP,52.17,0,General Retail and Wholesale,Children/infants shops
03/02/2020,DCC COAVER CLUB-C0606311,LOW COST ELEARNING LTD,101.88,0,Training and Educational,Schools
05/02/2020,DCC COAVER CLUB-C0606311,AMZNMktplace,48.41,0,General Retail and Wholesale,Miscellaneous retail
05/02/2020,DCC COAVER CLUB-C0606311,PAYPAL  TOOLSTATION,57.36,0,General Retail and Wholesale,Hardware stores
10/02/2020,DCC COAVER CLUB-C0606311,AMZNMktplace,22.88,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC COAVER CLUB-C0606311,JS ONLINE GROCERY,79.1,0,General Retail and Wholesale,Grocery stores
16/02/2020,DCC COAVER CLUB-C0606311,AMZNMktplace,24.02,0,General Retail and Wholesale,Miscellaneous retail
04/02/2020,DCC COMM SERV'S DEVON-TIVERTON,AMZNMKTPLACE AMAZON.CO.UK,22.69,0,General Retail and Wholesale,Miscellaneous retail
30/01/2020,DCC CORNWOOD-CP0714932GBP,MOUNT BATTEN CENTRE CH,75,0,Clubs/Associations/Organisations,Charitable organisations
30/01/2020,DCC CORNWOOD-CP0714932GBP,FIRSTAID4LESS.CO.UK,16.8,0,General Retail and Wholesale,Miscellaneous retail
30/01/2020,DCC CORNWOOD-CP0714932GBP,PLYMOUTH MAYFLOWER,75,0,Statutory Bodies,Government services
05/02/2020,DCC CORNWOOD-CP0714932GBP,WWW.IKEA.COM,348,0,General Retail and Wholesale,Furniture & home furnishing
07/02/2020,DCC CORNWOOD-CP0714932GBP,ALLEN BRAITHWAITE WALL,33,0,Building Materials,"Glass, paint & wallpaper stores"
07/02/2020,DCC CORNWOOD-CP0714932GBP,WWW.EEMITS.CO.UK,-227,0,Telecommunication Services,Phone equipment & sales
23/01/2020,DCC COURT OF PROTECT-C 0509893,VIRGIN MEDIA PYMTS,100,0,Telecommunication Services,Phone services
24/01/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,14.48,0,General Retail and Wholesale,Miscellaneous retail
24/01/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,20.99,0,General Retail and Wholesale,Miscellaneous retail
24/01/2020,DCC COURT OF PROTECT-C 0509893,CURRYS ONLINE,802,0,General Retail and Wholesale,Electronics shops
24/01/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  DISCOUNTELE EB,21.99,0,General Retail and Wholesale,Electronics shops
24/01/2020,DCC COURT OF PROTECT-C 0509893,SMARTYWALLS,35,0,General Retail and Wholesale,"Gift, card & novelty shops"
24/01/2020,DCC COURT OF PROTECT-C 0509893,DREAMS LTD,-20,0,General Retail and Wholesale,Furniture & home furnishing
24/01/2020,DCC COURT OF PROTECT-C 0509893,NEXT DIRECTORY,18.99,0,General Retail and Wholesale,Catalogue & retail shops
24/01/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  TEL ONLINE EBA,29.99,0,Telecommunication Services,Phone equipment & sales
26/01/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,33.88,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC COURT OF PROTECT-C 0509893,GRAHAM SYKES,63.48,0,Financial Services,"Insurance sales, underwritering, premiums"
27/01/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,174.14,0,General Retail and Wholesale,Miscellaneous retail
27/01/2020,DCC COURT OF PROTECT-C 0509893,HOMESDIRECT 365,719.97,0,General Retail and Wholesale,Furniture & home furnishing
27/01/2020,DCC COURT OF PROTECT-C 0509893,MARKS&SPENCER PLC,30.5,0,General Retail and Wholesale,Grocery stores
27/01/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  ALISTAIRMAR EB,5.39,0,General Retail and Wholesale,Record shops
27/01/2020,DCC COURT OF PROTECT-C 0509893,PAYPAL  SCIFICOLLEC EB,9.99,0,General Retail and Wholesale,"Hobby, toy & game shops"
27/01/2020,DCC COURT OF PROTECT-C 0509893,DUNELM,170,0,General Retail and Wholesale,Furniture & home furnishing
27/01/2020,DCC COURT OF PROTECT-C 0509893,WAYFAIR,249.99,0,General Retail and Wholesale,Furniture & home furnishing
27/01/2020,DCC COURT OF PROTECT-C 0509893,WWW.GAME.CO.UK,308.9,0,General Retail and Wholesale,"Hobby, toy & game shops"
27/01/2020,DCC COURT OF PROTECT-C 0509893,MEDISAVE,452.46,0,Medical Supplies and Services,"Laboratory, medical & hospital equipment"
27/01/2020,DCC COURT OF PROTECT-C 0509893,BOOTS.COM,102.84,0,Medical Supplies and Services,Chemists & pharmacies
28/01/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,183.94,0,General Retail and Wholesale,Discount stores
28/01/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,222.22,0,General Retail and Wholesale,Miscellaneous retail
29/01/2020,DCC COURT OF PROTECT-C 0509893,CORNISH MUTUAL,335.65,0,Financial Services,"Insurance sales, underwritering, premiums"
30/01/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,589.97,0,General Retail and Wholesale,Discount stores
30/01/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,299.93,0,General Retail and Wholesale,Discount stores
02/02/2020,DCC COURT OF PROTECT-C 0509893,DUNELM,-60,0,General Retail and Wholesale,Furniture & home furnishing
03/02/2020,DCC COURT OF PROTECT-C 0509893,GEN REGISTER OFFICE,28,0,Statutory Bodies,Government services
06/02/2020,DCC COURT OF PROTECT-C 0509893,AMZNMKTPLACE AMAZON.CO.UK,16.98,0,General Retail and Wholesale,Miscellaneous retail
06/02/2020,DCC COURT OF PROTECT-C 0509893,WWW.GLL.ORG/MEMBERSHIP,20.95,0,Leisure Activities,Misc. recreational services
06/02/2020,DCC COURT OF PROTECT-C 0509893,TVLICENSING.CO.UK,154.5,0,Professional Services,Consultants & public relation services
07/02/2020,DCC COURT OF PROTECT-C 0509893,WWW.CARPHONEWAREHO,491,0,Telecommunication Services,Phone equipment & sales
10/02/2020,DCC COURT OF PROTECT-C 0509893,ARGOS LTD,359.98,0,General Retail and Wholesale,Discount stores
10/02/2020,DCC COURT OF PROTECT-C 0509893,DREAMS LTD,224,0,General Retail and Wholesale,Furniture & home furnishing
11/02/2020,DCC COURT OF PROTECT-C 0509893,JB Global Limited,319.98,0,General Retail and Wholesale,Furniture & home furnishing
11/02/2020,DCC COURT OF PROTECT-C 0509893,Amazon.co.uk UQ80V0BL5,74.48,0,Mail Order / Direct Selling,Direct sales companies
12/02/2020,DCC COURT OF PROTECT-C 0509893,WWW.RNLI.ORG,10,0,Clubs/Associations/Organisations,Charitable organisations
12/02/2020,DCC COURT OF PROTECT-C 0509893,THE WOODLAND TRUST,10,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC COURT OF PROTECT-C 0509893,AMZNMktplace,51.99,0,General Retail and Wholesale,Miscellaneous retail
14/02/2020,DCC COURT OF PROTECT-C 0509893,WWW.SOUTHHAMS.GOV.UK,54,0,Statutory Bodies,Government services
14/02/2020,DCC COURT OF PROTECT-C 0509893,EDF ENERGY-ECOM,50,0,Utilities and Non Automotive Fuel,Utilities
17/02/2020,DCC COURT OF PROTECT-C 0509893,DUNELM,215,0,General Retail and Wholesale,Furniture & home furnishing
17/02/2020,DCC COURT OF PROTECT-C 0509893,PREMIER INN44017900,157,0,Hotels and Accommodation,Premier Inn
18/02/2020,DCC COURT OF PROTECT-C 0509893,Amazon.co.uk WR27E43H5,49.99,0,Mail Order / Direct Selling,Direct sales companies
27/01/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,73.42,0,General Retail and Wholesale,Grocery stores
28/01/2020,DCC DARTINGTON PR-CP0685971GBP,Amazon Prime 4Z8JO31T5,7.99,0,Mail Order / Direct Selling,Continuous subscriptions
03/02/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,65.09,0,General Retail and Wholesale,Grocery stores
04/02/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMKTPLACE AMAZON.CO.UK,11.98,0,General Retail and Wholesale,Miscellaneous retail
10/02/2020,DCC DARTINGTON PR-CP0685971GBP,WM MORRISONS STORE PICK,65.15,0,General Retail and Wholesale,Grocery stores
11/02/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMktplace,22.57,0,General Retail and Wholesale,Miscellaneous retail
12/02/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMktplace,10.69,0,General Retail and Wholesale,Miscellaneous retail
13/02/2020,DCC DARTINGTON PR-CP0685971GBP,AMZNMktplace,21.38,0,General Retail and Wholesale,Miscellaneous retail
23/01/2020,DCC DEVON HOSP SS-CP0691283GBP,AMZNMktplace,19.48,0,General Retail and Wholesale,Miscellaneous retail
31/01/2020,DCC DEVON HOSP SS-CP0691283GBP,Amazon.co.uk ZU37M9ZJ5,23.47,0,Mail Order / Direct Selling,Direct sales companies
10/02/2020,DCC DEVON HOSP SS-CP0691283GBP,AMZNMktplace,84.05,0,General Retail and Wholesale,Miscellaneous retail
